data,temperaturaMit,humitatMit,pressioMit,ventMit,ventGrausMit,plujaMaxIntensitat,plujaAvui,plujaMes,plujaAny,radSolarMax,temperaturaMax,temperaturaMin,humitatMax,humitatDataMax,humitatMin,humitatDataMin,pressioMax,pressioDataMax,pressioMin,pressioDataMin,ventMax,ventDirMax,temperaturaDataMax,temperaturaDataMin,ventDataMax,fuelMit,fuelMax,fuelMin,temperaturaSol10Mit,temperaturaSol10Max,temperaturaSol10Min,temperaturaSolM15Mit,temperaturaSolM15Max,temperaturaSolM15Min,ventDesviacioMit,ventDesviacioMax,ventDesviacioMin 
2019-07-26 23:59:59,25.6,51.5,1011.7,5.7,217.7,0.0,0.0,21.8,190.5,960.0,34.8,16.5,83.9,2019-07-26 23:55:00,17.7,2019-07-26 23:55:00,1014.0,2019-07-26 23:55:00,1009.0,2019-07-26 16:00:00,29.3,241.2,2019-07-26 12:00:00,2019-07-26 04:05:00,2019-07-26 12:05:00,,,,,,,,,,26.7,86.6,4.3
2019-07-27 23:59:59,20.4,78.7,1006.5,4.4,219.9,0.6,2.3,24.1,192.8,912.0,25.9,14.9,92.4,2019-07-27 23:55:00,48.0,2019-07-27 23:55:00,1010.0,2019-07-27 23:55:00,1003.0,2019-07-27 16:20:00,24.3,52.6,2019-07-27 08:30:00,2019-07-27 23:30:00,2019-07-27 08:35:00,,,,,,,,,,23.1,71.1,2.9
2019-07-28 23:59:59,19.8,67.2,1009.9,6.5,217.9,0.1,0.1,24.2,192.9,1036.0,26.8,12.9,93.1,2019-07-28 03:30:00,42.9,2019-07-28 15:55:00,1013.0,2019-07-28 23:55:00,1007.0,2019-07-28 23:55:00,27.9,47.4,2019-07-28 13:45:00,2019-07-28 04:25:00,2019-07-28 14:45:00,,,,,,,,,,25.3,92.6,5.3
2019-07-29 23:59:59,22.9,65.3,1011.6,7.4,215.2,0.0,0.0,24.2,192.9,932.0,30.9,13.7,90.2,2019-07-29 03:45:00,41.3,2019-07-29 14:50:00,1014.0,2019-07-29 21:55:00,1010.0,2019-07-29 12:25:00,29.6,76.1,2019-07-29 15:35:00,2019-07-29 03:40:00,2019-07-29 12:10:00,,,,,,,,,,20.6,54.4,3.6
2019-07-30 23:59:59,23.4,68.4,1015.5,6.5,43.9,2.8,2.9,27.1,195.8,991.0,30.5,18.3,87.3,2019-07-30 23:55:00,41.3,2019-07-30 23:55:00,1019.0,2019-07-30 21:25:00,1014.0,2019-07-30 23:55:00,28.2,39.8,2019-07-30 14:50:00,2019-07-30 23:55:00,2019-07-30 18:00:00,,,,,,,,,,25.1,75.3,4.1
2019-07-31 23:59:59,21.9,66.9,1017.8,6.3,47.6,0.0,0.0,27.1,195.8,1019.0,28.6,16.2,91.8,2019-07-31 23:55:00,38.8,2019-07-31 23:55:00,1020.0,2019-07-31 23:55:00,1017.0,2019-07-31 12:00:00,31.0,56.1,2019-07-31 11:55:00,2019-07-31 05:10:00,2019-07-31 14:10:00,,,,,,,,,,21.6,71.7,4.2
2019-08-01 23:59:59,23.7,47.3,1015.1,6.5,221.2,0.0,0.0,0.0,195.8,947.0,31.4,16.9,84.1,2019-08-01 00:35:00,20.6,2019-08-01 23:55:00,1018.0,2019-08-01 23:55:00,1013.0,2019-08-01 23:55:00,23.6,68.4,2019-08-01 14:10:00,2019-08-01 05:05:00,2019-08-01 14:15:00,,,,,,,,,,24.6,82.6,4.1
2019-08-02 23:59:59,24.4,48.7,1015.4,7.8,215.5,0.0,0.0,0.0,195.8,925.0,32.3,16.6,72.0,2019-08-02 22:50:00,26.3,2019-08-02 11:50:00,1017.0,2019-08-02 23:55:00,1014.0,2019-08-02 11:55:00,34.6,55.6,2019-08-02 11:50:00,2019-08-02 04:45:00,2019-08-02 14:25:00,,,,,,,,,,21.2,74.9,4.6
2019-08-03 23:59:59,25.6,49.4,1015.1,6.8,230.6,0.0,0.0,0.0,195.8,911.0,34.2,17.3,77.2,2019-08-03 23:55:00,24.1,2019-08-03 23:55:00,1017.0,2019-08-03 23:55:00,1013.0,2019-08-03 23:55:00,37.8,46.5,2019-08-03 14:55:00,2019-08-03 04:55:00,2019-08-03 12:30:00,,,,,,,,,,22.1,96.7,3.4
2019-08-04 23:59:59,25.6,49.0,1015.2,6.3,215.6,0.0,0.0,0.0,195.8,899.0,33.8,17.8,78.6,2019-08-04 00:55:00,23.6,2019-08-04 23:55:00,1017.0,2019-08-04 23:05:00,1013.0,2019-08-04 23:55:00,31.4,63.1,2019-08-04 15:45:00,2019-08-04 02:20:00,2019-08-04 13:50:00,,,,,,,,,,21.8,76.4,3.8
2019-08-05 23:59:59,26.3,44.3,1015.2,7.2,216.7,0.0,0.0,0.0,195.8,907.0,35.6,18.5,69.3,2019-08-05 23:55:00,19.5,2019-08-05 11:35:00,1017.0,2019-08-05 23:55:00,1013.0,2019-08-05 23:55:00,36.3,68.3,2019-08-05 12:15:00,2019-08-05 03:40:00,2019-08-05 13:35:00,,,,,,,,,,22.2,80.5,5.3
2019-08-06 23:59:59,25.5,56.6,1013.5,7.0,214.6,0.0,0.0,0.0,195.8,903.0,33.6,18.2,86.4,2019-08-06 23:55:00,24.7,2019-08-06 10:35:00,1016.0,2019-08-06 23:55:00,1011.0,2019-08-06 14:15:00,29.6,54.7,2019-08-06 13:10:00,2019-08-06 05:00:00,2019-08-06 12:50:00,,,,,,,,,,20.0,60.6,4.4
2019-08-07 23:59:59,24.5,72.5,1012.5,5.2,218.5,0.0,0.0,0.0,195.8,998.0,29.9,19.8,90.9,2019-08-07 23:55:00,50.4,2019-08-07 11:40:00,1014.0,2019-08-07 19:45:00,1011.0,2019-08-07 06:05:00,27.9,77.8,2019-08-07 14:05:00,2019-08-07 05:20:00,2019-08-07 13:55:00,,,,,,,,,,21.4,84.6,2.1
2019-08-08 23:59:59,26.3,62.9,1012.9,6.0,217.6,0.0,0.0,0.0,195.8,981.0,34.7,18.8,89.0,2019-08-08 03:30:00,31.1,2019-08-08 23:55:00,1014.0,2019-08-08 23:55:00,1011.0,2019-08-08 14:15:00,38.8,190.3,2019-08-08 14:40:00,2019-08-08 05:30:00,2019-08-08 15:00:00,,,,,,,,,,23.9,84.5,6.1
2019-08-09 23:59:59,27.9,48.8,1012.8,6.7,230.8,0.0,0.0,0.0,195.8,917.0,38.4,17.7,83.9,2019-08-09 02:10:00,14.8,2019-08-09 23:55:00,1015.0,2019-08-09 22:25:00,1011.0,2019-08-09 13:05:00,35.6,236.8,2019-08-09 11:55:00,2019-08-09 04:55:00,2019-08-09 13:20:00,,,,,,,,,,23.7,92.7,5.0
2019-08-10 23:59:59,25.8,60.0,1017.4,6.8,210.6,0.0,0.0,0.0,195.8,1029.0,32.6,20.3,80.3,2019-08-10 03:25:00,36.8,2019-08-10 23:55:00,1019.0,2019-08-10 23:55:00,1015.0,2019-08-10 23:55:00,43.7,57.3,2019-08-10 11:15:00,2019-08-10 23:05:00,2019-08-10 14:10:00,,,,,,,,,,21.7,66.9,2.3
2019-08-11 23:59:59,25.2,58.3,1015.2,7.7,222.9,0.0,0.0,0.0,195.8,897.0,32.9,18.8,79.3,2019-08-11 22:10:00,33.1,2019-08-11 23:55:00,1018.0,2019-08-11 23:55:00,1013.0,2019-08-11 11:35:00,29.6,42.1,2019-08-11 12:00:00,2019-08-11 04:20:00,2019-08-11 10:55:00,,,,,,,,,,21.4,50.4,4.5
2019-08-12 23:59:59,20.6,73.1,1017.2,4.9,220.3,0.7,3.3,3.3,199.1,1031.0,26.5,14.3,92.9,2019-08-12 05:25:00,41.0,2019-08-12 23:55:00,1021.0,2019-08-12 22:00:00,1015.0,2019-08-12 01:20:00,21.5,58.3,2019-08-12 12:40:00,2019-08-12 23:55:00,2019-08-12 12:50:00,,,,,,,,,,22.5,81.6,4.9
2019-08-13 23:59:59,19.7,63.9,1019.5,6.4,228.6,0.0,0.0,3.3,199.1,923.0,28.9,12.6,92.4,2019-08-13 23:55:00,14.8,2019-08-13 23:55:00,1021.0,2019-08-13 23:55:00,1017.0,2019-08-13 23:55:00,33.9,67.1,2019-08-13 13:05:00,2019-08-13 03:20:00,2019-08-13 13:35:00,,,,,,,,,,23.5,81.6,4.8
2019-08-14 23:59:59,20.9,65.3,1019.4,6.8,223.6,0.0,0.0,3.3,199.1,1015.0,27.7,14.3,90.3,2019-08-14 23:55:00,36.0,2019-08-14 11:50:00,1021.0,2019-08-14 23:55:00,1018.0,2019-08-14 23:55:00,22.9,60.3,2019-08-14 11:50:00,2019-08-14 05:15:00,2019-08-14 10:55:00,,,,,,,,,,20.6,58.3,4.9
2019-08-15 23:59:59,21.2,68.7,1020.0,6.6,225.4,0.1,0.4,3.7,199.5,1021.0,29.2,15.4,92.6,2019-08-15 23:50:00,44.0,2019-08-15 10:40:00,1022.0,2019-08-15 23:55:00,1018.0,2019-08-15 23:55:00,30.0,49.1,2019-08-15 10:55:00,2019-08-15 04:30:00,2019-08-15 12:00:00,,,,,,,,,,20.4,58.3,1.0
2019-08-16 23:59:59,23.4,70.1,1018.6,5.9,224.0,0.0,0.0,3.7,199.5,913.0,32.4,16.6,93.7,2019-08-16 04:35:00,30.0,2019-08-16 15:55:00,1022.0,2019-08-16 23:55:00,1015.0,2019-08-16 23:55:00,32.5,198.9,2019-08-16 16:00:00,2019-08-16 04:20:00,2019-08-16 15:35:00,,,,,,,,,,22.8,81.5,4.0
2019-08-17 23:59:59,25.2,61.7,1016.2,6.1,218.1,0.0,0.0,3.7,199.5,884.0,34.6,17.3,90.4,2019-08-17 00:30:00,24.4,2019-08-17 12:05:00,1018.0,2019-08-17 23:55:00,1014.0,2019-08-17 23:55:00,31.0,60.0,2019-08-17 12:20:00,2019-08-17 05:20:00,2019-08-17 15:00:00,,,,,,,,,,23.7,72.7,2.4
2019-08-18 23:59:59,25.4,60.2,1014.1,5.3,217.3,0.3,0.4,4.1,199.9,871.0,35.6,15.8,90.8,2019-08-18 23:55:00,22.7,2019-08-18 23:55:00,1017.0,2019-08-18 22:05:00,1011.0,2019-08-18 13:55:00,25.8,56.8,2019-08-18 12:35:00,2019-08-18 03:50:00,2019-08-18 15:00:00,,,,,,,,,,24.0,83.3,4.9
2019-08-19 23:59:59,23.4,68.7,1018.0,5.1,219.7,0.0,0.0,4.1,199.9,998.0,30.0,19.1,92.7,2019-08-19 23:55:00,42.1,2019-08-19 23:55:00,1020.0,2019-08-19 19:40:00,1016.0,2019-08-19 02:50:00,27.2,34.5,2019-08-19 12:25:00,2019-08-19 04:55:00,2019-08-19 13:20:00,,,,,,,,,,22.5,96.5,3.7
2019-08-20 23:59:59,21.2,58.8,1020.7,5.6,214.5,0.0,0.0,4.1,199.9,814.0,27.6,14.9,77.3,2019-08-20 03:45:00,33.2,2019-08-20 23:55:00,1023.0,2019-08-20 19:40:00,1018.0,2019-08-20 03:15:00,27.9,211.9,2019-08-20 16:00:00,2019-08-20 23:55:00,2019-08-20 12:20:00,,,,,,,,,,20.7,75.5,3.9
2019-08-21 23:59:59,20.9,61.2,1021.0,6.6,222.1,0.0,0.0,4.1,199.9,888.0,28.7,12.9,90.2,2019-08-21 05:35:00,31.9,2019-08-21 11:55:00,1023.0,2019-08-21 00:00:00,1019.0,2019-08-21 13:20:00,30.0,10.2,2019-08-21 12:10:00,2019-08-21 03:50:00,2019-08-21 13:50:00,,,,,,,,,,20.0,61.1,4.1
2019-08-22 23:59:59,22.5,44.8,1021.1,6.7,219.4,0.0,0.0,4.1,199.9,911.0,30.6,14.7,67.2,2019-08-22 20:20:00,27.9,2019-08-22 09:45:00,1023.0,2019-08-22 20:10:00,1020.0,2019-08-22 01:25:00,26.8,51.3,2019-08-22 13:35:00,2019-08-22 05:25:00,2019-08-22 13:45:00,,,,,,,,,,25.6,98.2,4.9
2019-08-23 23:59:59,23.4,50.8,1021.1,7.8,213.8,0.0,0.0,4.1,199.9,882.0,31.2,16.6,74.3,2019-08-23 23:20:00,29.0,2019-08-23 11:50:00,1022.0,2019-08-23 00:00:00,1020.0,2019-08-23 12:25:00,30.0,43.9,2019-08-23 11:50:00,2019-08-23 01:20:00,2019-08-23 14:05:00,,,,,,,,,,20.8,65.7,2.2
2019-08-24 23:59:59,24.1,55.2,1020.0,6.6,217.7,0.0,0.0,4.1,199.9,902.0,31.9,16.4,79.1,2019-08-24 05:25:00,27.9,2019-08-24 11:55:00,1021.0,2019-08-24 00:00:00,1019.0,2019-08-24 10:45:00,36.0,48.0,2019-08-24 11:40:00,2019-08-24 05:20:00,2019-08-24 13:10:00,,,,,,,,,,22.8,93.0,0.0
2019-08-25 23:59:59,24.4,51.5,1018.9,6.3,221.7,0.0,0.0,4.1,199.9,878.0,32.6,17.1,79.4,2019-08-25 01:50:00,23.3,2019-08-25 11:35:00,1020.0,2019-08-25 00:00:00,1018.0,2019-08-25 11:30:00,26.8,74.4,2019-08-25 11:35:00,2019-08-25 05:30:00,2019-08-25 12:40:00,,,,,,,,,,21.1,92.6,3.2
2019-08-26 23:59:59,23.7,48.4,1018.4,7.4,227.4,0.0,0.0,4.1,199.9,889.0,32.5,16.1,77.5,2019-08-26 22:00:00,20.1,2019-08-26 11:10:00,1019.0,2019-08-26 00:00:00,1016.0,2019-08-26 17:40:00,34.2,70.4,2019-08-26 13:05:00,2019-08-26 04:35:00,2019-08-26 12:10:00,,,,,,,,,,20.3,59.0,4.8
2019-08-27 23:59:59,19.7,82.1,1018.4,4.1,229.2,0.3,3.7,7.8,203.6,472.7,22.9,16.5,92.6,2019-08-27 14:00:00,57.2,2019-08-27 01:15:00,1020.0,2019-08-27 09:15:00,1017.0,2019-08-27 07:35:00,17.6,218.7,2019-08-27 01:15:00,2019-08-27 23:05:00,2019-08-27 23:30:00,,,,,,,,,,17.5,73.8,0.2
2019-08-28 23:59:59,22.3,67.1,1018.5,6.8,225.6,0.0,0.0,7.8,203.6,964.0,30.2,16.4,90.9,2019-08-28 01:25:00,32.4,2019-08-28 12:05:00,1021.0,2019-08-28 23:40:00,1017.0,2019-08-28 12:50:00,27.2,48.8,2019-08-28 13:00:00,2019-08-28 01:20:00,2019-08-28 14:40:00,,,,,,,,,,22.4,77.5,3.9
2019-08-29 23:59:59,23.8,62.1,1020.5,7.0,216.0,0.0,0.0,7.8,203.6,969.0,32.7,16.8,85.4,2019-08-29 00:25:00,31.3,2019-08-29 12:35:00,1022.0,2019-08-29 19:45:00,1019.0,2019-08-29 14:10:00,31.4,42.3,2019-08-29 12:35:00,2019-08-29 05:00:00,2019-08-29 13:10:00,,,,,,,,,,21.3,93.0,4.0
2019-08-30 23:59:59,23.4,68.8,1020.8,7.0,229.9,3.7,9.0,16.8,212.6,953.0,33.8,18.8,92.7,2019-08-30 19:15:00,27.8,2019-08-30 12:10:00,1022.0,2019-08-30 00:15:00,1019.0,2019-08-30 22:00:00,27.9,266.5,2019-08-30 12:00:00,2019-08-30 05:05:00,2019-08-30 13:10:00,,,,,,,,,,18.5,73.9,4.6
2019-08-31 23:59:59,23.0,64.9,1017.5,7.0,219.4,1.2,3.1,19.9,215.7,854.0,32.8,17.2,90.6,2019-08-31 15:15:00,26.1,2019-08-31 11:40:00,1019.0,2019-08-31 00:00:00,1016.0,2019-08-31 13:00:00,33.9,202.9,2019-08-31 11:10:00,2019-08-31 23:45:00,2019-08-31 14:15:00,,,,,,,,,,21.6,85.5,6.4
2019-09-01 23:59:59,22.7,67.6,1016.5,6.8,50.8,2.3,6.1,6.1,221.8,883.0,30.6,16.9,93.6,2019-09-01 23:55:00,38.3,2019-09-01 12:50:00,1019.0,2019-09-01 19:10:00,1014.0,2019-09-01 14:20:00,27.9,76.5,2019-09-01 10:40:00,2019-09-01 00:30:00,2019-09-01 19:00:00,,,,,,,,,,23.3,84.7,3.1
2019-09-02 23:59:59,19.3,86.6,1020.1,4.5,224.6,1.0,5.6,11.7,227.4,934.0,23.8,15.3,95.0,2019-09-02 05:35:00,68.3,2019-09-02 14:00:00,1023.0,2019-09-02 21:15:00,1018.0,2019-09-02 00:20:00,18.7,67.3,2019-09-02 12:50:00,2019-09-02 23:55:00,2019-09-02 11:10:00,,,,,,,,,,21.7,81.3,2.5
2019-09-03 23:59:59,20.3,69.0,1022.1,7.2,214.1,0.0,0.0,11.7,227.4,954.0,27.5,14.3,94.5,2019-09-03 05:50:00,33.1,2019-09-03 10:45:00,1023.0,2019-09-03 00:15:00,1021.0,2019-09-03 04:35:00,24.3,65.6,2019-09-03 13:00:00,2019-09-03 05:30:00,2019-09-03 14:20:00,,,,,,,,,,20.7,87.6,4.6
2019-09-04 23:59:59,21.1,64.8,1019.9,7.8,225.4,0.0,0.0,11.7,227.4,835.0,28.8,14.0,91.5,2019-09-04 02:25:00,33.2,2019-09-04 12:05:00,1023.0,2019-09-04 00:15:00,1018.0,2019-09-04 13:05:00,26.1,60.9,2019-09-04 12:55:00,2019-09-04 01:00:00,2019-09-04 13:00:00,,,,,,,,,,18.1,55.5,2.9
2019-09-05 23:59:59,18.4,75.7,1019.3,6.5,214.9,0.3,1.3,13.0,228.7,994.0,25.7,13.6,93.8,2019-09-05 23:55:00,52.6,2019-09-05 13:30:00,1021.0,2019-09-05 19:40:00,1017.0,2019-09-05 14:15:00,29.6,22.0,2019-09-05 13:30:00,2019-09-05 23:55:00,2019-09-05 14:50:00,,,,,,,,,,21.4,70.2,0.3
2019-09-06 23:59:59,16.9,71.1,1021.0,6.0,227.8,0.1,0.1,13.1,228.8,853.0,24.5,10.7,94.8,2019-09-06 04:00:00,38.2,2019-09-06 13:00:00,1023.0,2019-09-06 20:05:00,1019.0,2019-09-06 14:20:00,25.8,66.9,2019-09-06 13:05:00,2019-09-06 05:00:00,2019-09-06 15:50:00,,,,,,,,,,23.5,90.5,4.5
2019-09-07 23:59:59,18.4,68.2,1021.0,6.4,219.8,0.0,0.0,13.1,228.8,858.0,25.1,11.3,93.5,2019-09-07 06:00:00,31.4,2019-09-07 13:35:00,1023.0,2019-09-07 00:00:00,1019.0,2019-09-07 13:40:00,25.8,52.4,2019-09-07 11:45:00,2019-09-07 04:40:00,2019-09-07 14:40:00,,,,,,,,,,23.7,91.0,5.1
2019-09-08 23:59:59,18.3,71.2,1019.4,6.4,216.7,0.0,0.0,13.1,228.8,977.0,24.8,12.4,93.5,2019-09-08 05:25:00,41.4,2019-09-08 11:05:00,1021.0,2019-09-08 00:00:00,1017.0,2019-09-08 13:45:00,32.5,59.1,2019-09-08 14:25:00,2019-09-08 05:10:00,2019-09-08 15:40:00,,,,,,,,,,27.6,91.9,4.3
2019-09-09 23:59:59,19.1,67.7,1016.7,5.0,221.0,0.1,0.6,13.7,229.4,926.0,26.7,13.4,91.4,2019-09-09 23:55:00,36.0,2019-09-09 15:00:00,1021.0,2019-09-09 00:00:00,1013.0,2019-09-09 15:15:00,25.8,142.7,2019-09-09 15:30:00,2019-09-09 05:25:00,2019-09-09 13:45:00,,,,,,,,,,25.3,94.3,5.5
2019-09-10 23:59:59,14.1,90.9,1013.1,4.9,229.8,6.1,32.1,45.8,261.5,451.4,17.1,12.5,95.0,2019-09-10 08:45:00,72.8,2019-09-10 23:20:00,1017.0,2019-09-10 23:50:00,1011.0,2019-09-10 03:05:00,30.0,211.5,2019-09-10 00:15:00,2019-09-10 21:15:00,2019-09-10 06:10:00,,,,,,,,,,28.9,100.5,7.5
2019-09-11 23:59:59,17.3,72.7,1022.4,7.3,230.3,1.4,7.0,52.8,268.5,724.0,23.6,13.9,92.2,2019-09-11 05:20:00,42.7,2019-09-11 16:30:00,1027.0,2019-09-11 19:45:00,1016.0,2019-09-11 00:05:00,37.8,87.7,2019-09-11 15:15:00,2019-09-11 00:00:00,2019-09-11 03:45:00,,,,,,,,,,37.4,101.3,6.6
2019-09-12 23:59:59,20.3,51.1,1028.9,9.9,221.3,0.0,0.0,52.8,268.5,807.0,28.5,14.3,76.2,2019-09-12 01:55:00,21.7,2019-09-12 13:25:00,1032.0,2019-09-12 23:45:00,1027.0,2019-09-12 00:00:00,26.1,220.7,2019-09-12 12:20:00,2019-09-12 05:45:00,2019-09-12 04:05:00,,,,,,,,,,19.8,73.2,4.0
2019-09-13 23:59:59,19.8,58.2,1029.8,8.1,216.3,0.0,0.0,52.8,268.5,807.0,27.1,15.1,76.9,2019-09-13 22:05:00,32.1,2019-09-13 11:40:00,1032.0,2019-09-13 10:15:00,1028.0,2019-09-13 15:10:00,27.9,217.7,2019-09-13 14:35:00,2019-09-13 04:40:00,2019-09-13 00:25:00,,,,,,,,,,17.2,81.7,0.1
2019-09-14 23:59:59,21.3,51.2,1027.6,8.1,224.7,0.0,0.0,52.8,268.5,782.4,27.8,16.2,80.6,2019-09-14 00:45:00,27.1,2019-09-14 15:25:00,1030.0,2019-09-14 01:00:00,1026.0,2019-09-14 04:30:00,23.3,229.2,2019-09-14 15:45:00,2019-09-14 01:05:00,2019-09-14 23:35:00,,,,,,,,,,20.7,53.9,5.0
2019-09-15 23:59:59,20.5,56.3,1025.1,6.7,228.3,0.2,0.3,53.1,268.8,841.0,28.5,13.7,90.3,2019-09-15 01:50:00,27.7,2019-09-15 13:15:00,1028.0,2019-09-15 00:30:00,1023.0,2019-09-15 15:00:00,22.6,198.8,2019-09-15 11:55:00,2019-09-15 01:45:00,2019-09-15 05:35:00,,,,,,,,,,20.6,74.0,5.5
2019-09-16 23:59:59,21.2,61.1,1021.5,7.8,216.5,0.0,0.0,53.1,268.8,784.0,29.1,15.0,81.1,2019-09-16 20:45:00,28.5,2019-09-16 10:40:00,1024.0,2019-09-16 00:00:00,1020.0,2019-09-16 13:35:00,22.6,50.6,2019-09-16 13:20:00,2019-09-16 01:45:00,2019-09-16 14:20:00,,,,,,,,,,16.5,92.9,0.1
2019-09-17 23:59:59,21.9,57.8,1018.6,8.0,217.1,0.0,0.0,53.1,268.8,764.5,29.9,16.1,78.3,2019-09-17 05:10:00,27.8,2019-09-17 12:25:00,1021.0,2019-09-17 00:05:00,1017.0,2019-09-17 13:50:00,24.7,232.4,2019-09-17 13:05:00,2019-09-17 21:55:00,2019-09-17 03:10:00,,,,,,,,,,20.8,92.1,3.8
2019-09-18 23:59:59,20.6,67.4,1017.9,7.7,231.0,5.6,10.6,63.7,279.4,789.4,30.0,15.0,92.5,2019-09-18 17:05:00,33.0,2019-09-18 12:15:00,1021.0,2019-09-18 23:40:00,1016.0,2019-09-18 02:20:00,36.7,232.8,2019-09-18 12:15:00,2019-09-18 20:50:00,2019-09-18 15:35:00,,,,,,,,,,21.4,82.4,6.4
2019-09-19 23:59:59,19.7,71.2,1020.1,6.9,217.2,0.0,0.0,63.7,279.4,759.8,27.6,14.6,90.2,2019-09-19 04:55:00,40.3,2019-09-19 12:50:00,1022.0,2019-09-19 19:40:00,1019.0,2019-09-19 01:35:00,26.1,59.1,2019-09-19 12:45:00,2019-09-19 23:20:00,2019-09-19 14:15:00,,,,,,,,,,19.2,67.8,0.6
2019-09-20 23:59:59,20.3,69.6,1021.2,5.2,211.3,0.0,0.0,63.7,279.4,746.5,26.5,14.6,90.9,2019-09-20 23:45:00,39.3,2019-09-20 12:40:00,1023.0,2019-09-20 07:35:00,1020.0,2019-09-20 13:40:00,19.4,73.0,2019-09-20 13:15:00,2019-09-20 00:25:00,2019-09-20 11:45:00,,,,,,,,,,22.4,84.3,3.3
2019-09-21 23:59:59,17.3,93.2,1017.2,4.1,224.1,5.5,21.4,85.1,300.8,438.3,19.9,14.2,95.8,2019-09-21 23:15:00,87.2,2019-09-21 04:10:00,1021.0,2019-09-21 00:35:00,1015.0,2019-09-21 16:45:00,15.9,215.4,2019-09-21 16:00:00,2019-09-21 23:00:00,2019-09-21 01:25:00,,,,,,,,,,19.6,89.3,2.9
2019-09-22 23:59:59,20.0,77.3,1014.7,3.8,225.9,0.0,0.0,85.1,300.8,738.3,28.6,13.8,96.3,2019-09-22 05:00:00,35.8,2019-09-22 14:55:00,1019.0,2019-09-22 23:00:00,1012.0,2019-09-22 13:10:00,27.5,220.6,2019-09-22 15:35:00,2019-09-22 04:25:00,2019-09-22 12:50:00,,,,,,,,,,22.9,91.0,1.6
2019-09-23 23:59:59,18.1,70.2,1020.1,5.5,233.9,0.0,0.0,85.1,300.8,770.4,25.7,12.6,94.8,2019-09-23 06:00:00,26.4,2019-09-23 14:35:00,1022.0,2019-09-23 06:30:00,1019.0,2019-09-23 00:00:00,34.9,230.8,2019-09-23 14:10:00,2019-09-23 05:30:00,2019-09-23 10:40:00,,,,,,,,,,21.6,97.1,0.4
2019-09-24 23:59:59,19.7,62.3,1017.1,7.3,213.9,0.0,0.0,85.1,300.8,754.9,29.5,11.6,93.0,2019-09-24 06:25:00,25.0,2019-09-24 10:45:00,1021.0,2019-09-24 00:00:00,1015.0,2019-09-24 13:10:00,42.3,205.1,2019-09-24 12:50:00,2019-09-24 05:15:00,2019-09-24 10:30:00,,,,,,,,,,24.2,89.5,5.2
2019-09-25 23:59:59,18.2,71.9,1018.0,6.1,216.1,0.0,0.0,85.1,300.8,780.4,24.5,14.0,92.3,2019-09-25 23:30:00,44.5,2019-09-25 15:45:00,1021.0,2019-09-25 21:55:00,1017.0,2019-09-25 00:05:00,22.9,77.5,2019-09-25 15:35:00,2019-09-25 23:20:00,2019-09-25 11:00:00,,,,,,,,,,20.3,84.2,1.4
2019-09-26 23:59:59,18.5,77.4,1020.6,6.2,215.1,0.0,0.0,85.1,300.8,785.5,25.2,12.7,92.4,2019-09-26 05:25:00,50.9,2019-09-26 10:10:00,1022.0,2019-09-26 06:20:00,1019.0,2019-09-26 14:10:00,21.2,35.1,2019-09-26 15:10:00,2019-09-26 05:20:00,2019-09-26 12:40:00,,,,,,,,,,18.9,76.1,0.1
2019-09-27 23:59:59,20.7,76.9,1020.4,5.4,216.7,0.0,0.0,85.1,300.8,712.6,27.6,14.8,93.5,2019-09-27 05:20:00,51.1,2019-09-27 12:25:00,1023.0,2019-09-27 22:50:00,1018.0,2019-09-27 13:10:00,19.8,69.5,2019-09-27 12:45:00,2019-09-27 04:25:00,2019-09-27 11:30:00,,,,,,,,,,21.3,74.9,0.2
2019-09-28 23:59:59,19.1,72.0,1022.5,6.1,214.6,0.0,0.0,85.1,300.8,866.0,27.2,12.9,93.1,2019-09-28 23:55:00,40.4,2019-09-28 15:10:00,1024.0,2019-09-28 06:15:00,1021.0,2019-09-28 13:30:00,27.2,76.6,2019-09-28 13:40:00,2019-09-28 23:55:00,2019-09-28 11:30:00,,,,,,,,,,22.4,96.6,4.3
2019-09-29 23:59:59,19.8,73.5,1018.7,5.6,233.0,0.0,0.0,85.1,300.8,724.8,31.2,12.1,95.7,2019-09-29 06:55:00,21.8,2019-09-29 13:50:00,1021.0,2019-09-29 00:00:00,1016.0,2019-09-29 13:55:00,25.8,186.8,2019-09-29 14:45:00,2019-09-29 05:30:00,2019-09-29 14:40:00,,,,,,,,,,20.3,86.8,4.1
2019-09-30 23:59:59,19.6,70.5,1018.8,6.1,211.8,0.0,0.0,85.1,300.8,709.0,28.8,13.3,93.8,2019-09-30 23:45:00,38.5,2019-09-30 13:50:00,1021.0,2019-09-30 07:45:00,1017.0,2019-09-30 14:00:00,20.1,59.7,2019-09-30 14:35:00,2019-09-30 05:50:00,2019-09-30 10:55:00,,,,,,,,,,19.6,92.2,2.7
2019-10-01 23:59:59,20.1,74.2,1013.7,5.2,42.7,0.0,0.0,0.0,300.8,696.5,28.4,13.1,95.4,2019-10-01 01:00:00,41.5,2019-10-01 12:50:00,1017.0,2019-10-01 00:00:00,1010.0,2019-10-01 15:05:00,19.4,65.0,2019-10-01 12:50:00,2019-10-01 04:25:00,2019-10-01 11:55:00,,,,,,,,,,21.0,82.7,1.3
